benchmark,function,loop_id,unroll_factor,loop_depth,is_innermost,has_parent_loop,num_subloops,num_basic_blocks,num_exiting_blocks,num_instructions,num_phi_nodes,num_terminator_instructions,num_loads,num_stores,num_integer_ops,num_float_ops,num_branches,num_conditional_branches,num_calls,trip_count_known,trip_count,max_trip_count_known,max_trip_count,memory_op_ratio,control_overhead_ratio,arithmetic_intensity,baseline_mean_seconds,candidate_mean_seconds,candidate_stddev_seconds,candidate_median_seconds,candidate_min_seconds,candidate_max_seconds,speedup,profitable
2mm,init_array,0,2,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,800,1,800,0.4473684,0.1842105,0.3529412,1.6886442594199997,1.6834862904799999,0.0993430478046793,1.67249869556,1.58469428956,1.99615062356,1.00306386156464,1
2mm,init_array,0,4,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,800,1,800,0.4473684,0.1842105,0.3529412,1.6886442594199997,1.67925901852,0.07015618780869638,1.65840115564,1.58214682864,1.79563012264,1.0055889179670872,1
2mm,init_array,0,8,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,800,1,800,0.4473684,0.1842105,0.3529412,1.6886442594199997,1.7127787720199998,0.07773613971197676,1.72534768522,1.56351179222,1.93869568022,0.9859091477578645,0
2mm,init_array,0,16,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,800,1,800,0.4473684,0.1842105,0.3529412,1.6886442594199997,1.67677196768,0.07236156318019607,1.6686843628399999,1.56958199984,1.86215027984,1.007080445027016,1
2mm,init_array,1,2,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1200,1,1200,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.6637640635600004,0.10177955147012854,1.6321349932,1.5583602112000001,1.9636163612000002,1.0149541611127015,1
2mm,init_array,1,4,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1200,1,1200,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.6960792813400003,0.11145656322418329,1.6724577541799999,1.56566468218,2.07641989418,0.9956163476543818,0
2mm,init_array,1,8,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1200,1,1200,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.6693384413399996,0.0738633451985729,1.63186985086,1.58797967386,1.8114715228600002,1.0115649514813203,1
2mm,init_array,1,16,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1200,1,1200,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.7528059944399998,0.09157201978781283,1.7501633658400002,1.58279425784,1.99808139684,0.9633948450521479,0
2mm,init_array,2,2,1,0,0,1,7,1,39,0,7,13,4,6,1,7,2,0,1,900,1,900,0.4358974,0.1794872,0.4117647,1.6886442594199997,1.7464588026600003,0.06162577623383832,1.76892974714,1.5935037221400001,1.8385142351400001,0.9668961311014355,0
2mm,init_array,2,4,1,0,0,1,7,1,39,0,7,13,4,6,1,7,2,0,1,900,1,900,0.4358974,0.1794872,0.4117647,1.6886442594199997,1.7213178592400005,0.07826939119975024,1.72817878024,1.61286783924,1.87257829124,0.981018264787872,0
2mm,init_array,2,8,1,0,0,1,7,1,39,0,7,13,4,6,1,7,2,0,1,900,1,900,0.4358974,0.1794872,0.4117647,1.6886442594199997,1.70527721948,0.09305673251147624,1.72758370308,1.5822334070800002,1.97628524408,0.9902461840983999,0
2mm,init_array,2,16,1,0,0,1,7,1,39,0,7,13,4,6,1,7,2,0,1,900,1,900,0.4358974,0.1794872,0.4117647,1.6886442594199997,1.67190626244,0.07979963812841717,1.6442079138,1.5805406948,1.8741609848000003,1.0100113250102742,1
2mm,init_array,3,2,2,1,1,0,3,1,28,0,3,10,2,5,1,3,1,0,1,800,1,800,0.4285714,0.1071429,0.5,1.6886442594199997,1.68508490754,0.21500707328500362,1.6095930352199999,1.56550308822,2.62831751422,1.0021122685652653,1
2mm,init_array,3,4,2,1,1,0,3,1,28,0,3,10,2,5,1,3,1,0,1,800,1,800,0.4285714,0.1071429,0.5,1.6886442594199997,1.7694966890400001,0.06468119361197835,1.7568726974000002,1.6549441084000003,2.0255138383999998,0.9543076683212869,0
2mm,init_array,3,8,2,1,1,0,3,1,28,0,3,10,2,5,1,3,1,0,1,800,1,800,0.4285714,0.1071429,0.5,1.6886442594199997,1.7389348695799998,0.080516655068865,1.76154292134,1.60101699934,1.86830692634,0.9710796470645582,0
2mm,init_array,3,16,2,1,1,0,3,1,28,0,3,10,2,5,1,3,1,0,1,800,1,800,0.4285714,0.1071429,0.5,1.6886442594199997,1.67038206768,0.08760399138248828,1.6126690226800002,1.5726941946800002,1.85828421368,1.0109329428837583,1
2mm,init_array,4,2,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,900,1,900,0.4473684,0.1842105,0.3529412,1.6886442594199997,1.6681401461200003,0.09489519788422503,1.6498960096000002,1.5747602286000002,2.0195055516,1.0122916011269742,1
2mm,init_array,4,4,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,900,1,900,0.4473684,0.1842105,0.3529412,1.6886442594199997,1.6686803698800003,0.10258663865377528,1.6159502000000001,1.5838703820000002,2.073223337,1.0119638787034062,1
2mm,init_array,4,8,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,900,1,900,0.4473684,0.1842105,0.3529412,1.6886442594199997,1.6938433175800003,0.1650863497172013,1.6407617141800002,1.58328871418,2.30750979518,0.9969306144753527,0
2mm,init_array,4,16,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,900,1,900,0.4473684,0.1842105,0.3529412,1.6886442594199997,1.82948087074,0.097678992432717,1.77790730666,1.75894763266,2.09376438366,0.9230182651415022,0
2mm,init_array,5,2,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1100,1,1100,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.77958300246,0.05992347636062933,1.7622542431000001,1.7445418551,2.0335203090999996,0.9488988471376208,0
2mm,init_array,5,4,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1100,1,1100,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.6907377202399996,0.10060149789072803,1.7114368836,1.5597156176,1.9858325466,0.9987618062843582,0
2mm,init_array,5,8,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1100,1,1100,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.74242786536,0.09529130767477456,1.74787023064,1.58258015964,2.00490712864,0.9691329512060528,0
2mm,init_array,5,16,2,1,1,0,3,1,27,0,3,10,2,4,1,3,1,0,1,1100,1,1100,0.4444444,0.1111111,0.4166667,1.6886442594199997,1.7225516184199998,0.08654226165684195,1.73529468102,1.57770117302,2.0166804370199998,0.9803156209442935,0
2mm,init_array,6,2,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,800,1,800,0.4473684,0.1842105,0.3529412,1.6886442594199997,1.6590525907199998,0.08787401878127382,1.629029542,1.5618753680000002,1.915339815,1.0178364862364957,1
2mm,init_array,6,4,1,0,0,1,7,1,38,0,7,13,4,5,1,7,2,0,1,800,1,800,0.4473684,0.1842105,0.3529412,1.6886442594199997,1.68410874906,0.0775053511136904,1.70448925978,1.5665692497800001,1.8476255247800002,1.0026931220222752,1
